Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
2,5,6,9,yes,no,shell programming,poor,medium,networks,Business process analyst,Testing and Maintainance Services,yes,Technical,hard worker,no,yes,CRM Technical Developer
8,0,5,8,yes,yes,r programming,excellent,poor,Management,developer,Finance,yes,Technical,hard worker,yes,yes,CRM Technical Developer
4,2,8,5,no,no,python,excellent,excellent,programming,testing,Web Services,no,Management,smart worker,yes,no,CRM Technical Developer
3,5,8,6,yes,yes,python,poor,medium,Computer Architecture,security,Product based,yes,Management,hard worker,no,yes,CRM Technical Developer
8,1,7,1,no,no,shell programming,medium,medium,networks,system developer,Service Based,no,Technical,smart worker,yes,yes,CRM Technical Developer
4,6,1,2,yes,no,machine learning,medium,excellent,Management,Business process analyst,SAaS services,yes,Management,smart worker,no,yes,CRM Technical Developer
1,2,3,9,no,no,full stack,medium,medium,cloud computing domain,security,Service Based,no,Management,hard worker,yes,yes,CRM Technical Developer
4,3,1,3,no,no,r programming,excellent,medium,networks,developer,product development,no,Management,hard worker,no,no,CRM Technical Developer
9,5,1,4,yes,no,hadoop,medium,excellent,programming,system developer,Cloud Services,yes,Management,hard worker,yes,no,CRM Technical Developer
4,3,1,9,yes,yes,python,poor,poor,networks,cloud computing,product development,yes,Management,smart worker,yes,yes,CRM Technical Developer
8,2,2,4,yes,no,machine learning,medium,medium,parallel computing,security,SAaS services,yes,Technical,hard worker,yes,yes,CRM Technical Developer
7,3,1,2,no,yes,information security,medium,poor,hacking,testing,Cloud Services,yes,Technical,hard worker,no,no,CRM Technical Developer
8,4,8,2,no,no,distro making,medium,excellent,Software Engineering,cloud computing,BPA,yes,Management,hard worker,yes,yes,CRM Technical Developer
4,0,1,2,yes,no,machine learning,excellent,medium,parallel computing,system developer,product development,no,Management,smart worker,yes,yes,CRM Technical Developer
7,6,5,1,no,yes,information security,medium,excellent,parallel computing,system developer,Product based,yes,Technical,hard worker,no,yes,CRM Technical Developer
8,4,8,2,no,no,shell programming,excellent,poor,IOT,Business process analyst,Testing and Maintainance Services,no,Management,smart worker,no,yes,CRM Technical Developer
3,3,6,1,yes,yes,app development,excellent,poor,programming,developer,BPA,yes,Technical,hard worker,no,yes,CRM Technical Developer
5,2,8,9,yes,no,r programming,medium,excellent,Management,testing,Cloud Services,no,Management,smart worker,yes,yes,CRM Technical Developer
6,2,6,6,no,yes,information security,medium,medium,networks,testing,Finance,no,Management,hard worker,yes,yes,CRM Technical Developer
9,3,3,8,no,yes,shell programming,medium,poor,IOT,developer,Finance,no,Technical,hard worker,yes,no,CRM Technical Developer
5,3,6,9,yes,no,r programming,medium,medium,IOT,cloud computing,Service Based,yes,Technical,hard worker,yes,no,CRM Technical Developer
9,4,7,4,no,yes,information security,excellent,poor,Computer Architecture,security,Finance,no,Management,smart worker,yes,yes,CRM Technical Developer
6,4,9,2,no,yes,machine learning,excellent,medium,Software Engineering,security,Cloud Services,no,Management,smart worker,yes,yes,CRM Technical Developer
5,6,6,8,no,no,machine learning,excellent,excellent,IOT,developer,BPA,yes,Technical,hard worker,no,no,CRM Technical Developer
2,2,7,2,yes,yes,hadoop,poor,excellent,IOT,developer,Service Based,yes,Technical,hard worker,yes,yes,CRM Technical Developer
7,0,9,1,yes,no,information security,excellent,medium,IOT,Business process analyst,product development,no,Technical,smart worker,no,yes,CRM Technical Developer
2,3,7,8,no,yes,full stack,medium,excellent,data engineering,Business process analyst,BPA,yes,Management,smart worker,no,no,CRM Technical Developer
6,5,4,5,no,no,shell programming,excellent,excellent,IOT,developer,Product based,no,Technical,hard worker,yes,no,CRM Technical Developer
9,3,7,5,yes,yes,app development,excellent,poor,cloud computing domain,system developer,Sales and Marketing,no,Management,smart worker,no,yes,CRM Technical Developer
9,1,5,9,yes,no,app development,excellent,medium,Software Engineering,cloud computing,SAaS services,yes,Management,hard worker,no,yes,CRM Technical Developer
3,0,4,7,no,no,information security,medium,excellent,programming,developer,Cloud Services,no,Technical,hard worker,yes,no,CRM Technical Developer
8,0,7,8,no,yes,machine learning,poor,medium,Computer Architecture,system developer,Service Based,yes,Technical,hard worker,yes,yes,CRM Technical Developer
4,0,4,6,yes,no,distro making,excellent,medium,hacking,testing,Testing and Maintainance Services,yes,Technical,hard worker,yes,yes,CRM Technical Developer
3,1,2,7,yes,no,shell programming,medium,poor,cloud computing domain,cloud computing,SAaS services,no,Management,hard worker,yes,no,CRM Technical Developer
3,4,4,4,yes,no,full stack,medium,poor,hacking,developer,Finance,yes,Technical,smart worker,yes,yes,CRM Technical Developer
5,3,4,2,no,yes,machine learning,poor,medium,data engineering,system developer,Sales and Marketing,yes,Technical,hard worker,no,yes,CRM Technical Developer
3,2,6,3,no,yes,python,medium,excellent,hacking,cloud computing,product development,yes,Management,hard worker,no,yes,CRM Technical Developer
7,5,1,1,yes,yes,information security,excellent,excellent,cloud computing domain,system developer,Testing and Maintainance Services,no,Management,hard worker,yes,no,CRM Technical Developer
9,0,5,2,no,no,full stack,excellent,poor,hacking,developer,Testing and Maintainance Services,yes,Management,smart worker,yes,no,CRM Technical Developer
7,6,2,1,yes,yes,machine learning,excellent,poor,data engineering,system developer,BPA,yes,Technical,smart worker,yes,yes,CRM Technical Developer
1,4,9,2,yes,yes,python,poor,excellent,IOT,Business process analyst,Web Services,yes,Management,hard worker,yes,yes,CRM Technical Developer
2,6,9,3,no,yes,app development,medium,medium,cloud computing domain,developer,Service Based,yes,Management,hard worker,yes,yes,CRM Technical Developer
6,6,8,6,yes,no,python,poor,medium,Management,testing,Cloud Services,no,Technical,smart worker,yes,yes,CRM Technical Developer
5,4,6,4,no,no,python,excellent,excellent,IOT,security,Finance,no,Technical,smart worker,yes,no,CRM Technical Developer
3,3,8,2,no,yes,information security,poor,poor,Software Engineering,developer,BPA,no,Technical,hard worker,no,yes,CRM Technical Developer
7,4,6,1,yes,yes,python,poor,poor,Software Engineering,cloud computing,Product based,no,Technical,smart worker,yes,no,CRM Technical Developer
9,0,7,7,yes,yes,hadoop,poor,poor,programming,cloud computing,Service Based,no,Technical,hard worker,yes,no,CRM Technical Developer
3,1,4,4,yes,no,distro making,poor,poor,Computer Architecture,system developer,product development,yes,Technical,hard worker,yes,yes,CRM Technical Developer
7,5,4,2,yes,no,machine learning,poor,poor,programming,developer,product development,yes,Management,hard worker,no,yes,CRM Technical Developer
6,4,8,9,no,yes,machine learning,excellent,medium,hacking,cloud computing,Sales and Marketing,no,Technical,smart worker,yes,yes,CRM Technical Developer
9,1,7,2,yes,yes,hadoop,poor,excellent,programming,security,BPA,no,Technical,hard worker,yes,no,CRM Technical Developer
3,5,6,8,no,no,full stack,medium,poor,hacking,Business process analyst,SAaS services,yes,Management,hard worker,yes,no,CRM Technical Developer
6,5,6,7,yes,yes,r programming,excellent,poor,IOT,system developer,BPA,yes,Technical,hard worker,no,yes,CRM Technical Developer
2,5,7,6,no,yes,r programming,medium,excellent,networks,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,CRM Technical Developer
5,2,1,4,no,no,hadoop,poor,medium,networks,cloud computing,BPA,yes,Technical,hard worker,no,no,CRM Technical Developer
9,0,5,2,no,yes,app development,medium,medium,programming,cloud computing,Product based,yes,Technical,hard worker,no,no,CRM Technical Developer
5,1,4,1,no,yes,machine learning,poor,medium,programming,security,Finance,yes,Technical,hard worker,yes,yes,CRM Technical Developer
3,6,1,1,no,yes,shell programming,excellent,medium,Management,testing,Finance,no,Technical,hard worker,no,no,CRM Technical Developer
4,6,2,4,no,yes,app development,medium,medium,cloud computing domain,cloud computing,Product based,yes,Management,smart worker,no,yes,CRM Technical Developer
4,5,7,7,yes,yes,r programming,medium,excellent,IOT,cloud computing,Sales and Marketing,no,Management,smart worker,yes,yes,CRM Technical Developer
7,6,6,6,no,no,shell programming,excellent,excellent,cloud computing domain,Business process analyst,Sales and Marketing,no,Technical,smart worker,no,yes,CRM Technical Developer
8,5,6,9,no,yes,full stack,medium,poor,parallel computing,cloud computing,product development,no,Management,hard worker,yes,yes,CRM Technical Developer
4,0,4,8,yes,no,python,medium,poor,Management,developer,Sales and Marketing,no,Technical,hard worker,no,yes,CRM Technical Developer
7,6,4,4,yes,yes,machine learning,poor,poor,networks,system developer,Finance,yes,Management,hard worker,yes,no,CRM Technical Developer
3,4,4,1,yes,yes,hadoop,poor,medium,hacking,testing,product development,yes,Management,hard worker,no,no,CRM Technical Developer
5,3,6,3,yes,no,machine learning,excellent,poor,data engineering,developer,Cloud Services,no,Management,hard worker,yes,yes,CRM Technical Developer
2,3,7,3,no,no,machine learning,excellent,excellent,hacking,Business process analyst,SAaS services,yes,Management,hard worker,no,no,CRM Technical Developer
1,3,3,7,no,no,app development,medium,poor,cloud computing domain,security,Sales and Marketing,yes,Management,smart worker,yes,yes,CRM Technical Developer
8,3,5,9,yes,yes,machine learning,excellent,poor,cloud computing domain,system developer,Cloud Services,yes,Technical,smart worker,yes,yes,CRM Technical Developer
9,1,1,5,no,no,r programming,medium,medium,networks,testing,BPA,yes,Technical,smart worker,no,no,CRM Technical Developer
8,3,2,2,yes,yes,distro making,excellent,medium,hacking,security,Sales and Marketing,no,Technical,smart worker,no,no,CRM Technical Developer
5,1,4,7,yes,yes,machine learning,excellent,medium,IOT,testing,Service Based,yes,Technical,smart worker,yes,no,CRM Technical Developer
8,2,5,4,yes,no,hadoop,excellent,poor,hacking,developer,Cloud Services,no,Management,smart worker,no,no,CRM Technical Developer
8,0,9,4,yes,yes,shell programming,poor,excellent,parallel computing,developer,Sales and Marketing,yes,Technical,smart worker,no,yes,CRM Technical Developer
3,1,6,5,yes,no,shell programming,poor,medium,hacking,system developer,Cloud Services,no,Management,hard worker,no,no,CRM Technical Developer
5,3,9,4,no,no,python,excellent,poor,parallel computing,Business process analyst,BPA,no,Technical,hard worker,no,yes,CRM Technical Developer
2,6,1,3,no,yes,full stack,medium,medium,parallel computing,cloud computing,SAaS services,yes,Management,hard worker,yes,yes,CRM Technical Developer
4,3,3,1,yes,yes,shell programming,excellent,medium,data engineering,security,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,CRM Technical Developer
6,4,8,3,no,no,full stack,medium,poor,hacking,system developer,Sales and Marketing,yes,Technical,hard worker,yes,no,CRM Technical Developer
9,5,4,1,yes,yes,app development,poor,excellent,networks,cloud computing,SAaS services,yes,Technical,hard worker,no,yes,CRM Technical Developer
9,3,9,1,yes,yes,shell programming,poor,medium,programming,system developer,Finance,yes,Technical,smart worker,yes,yes,CRM Technical Developer
7,4,6,4,yes,no,machine learning,poor,poor,Computer Architecture,Business process analyst,Service Based,no,Technical,hard worker,no,yes,CRM Technical Developer
9,2,9,5,yes,no,distro making,poor,excellent,Software Engineering,developer,Web Services,no,Technical,smart worker,yes,yes,CRM Technical Developer
9,1,3,3,no,yes,full stack,excellent,medium,Management,system developer,product development,no,Management,smart worker,yes,no,CRM Technical Developer
8,4,6,8,no,yes,information security,poor,poor,networks,testing,Service Based,yes,Management,smart worker,yes,no,CRM Technical Developer
6,3,3,1,no,yes,information security,excellent,medium,data engineering,cloud computing,SAaS services,no,Technical,smart worker,yes,no,CRM Technical Developer
8,2,4,5,yes,yes,shell programming,medium,poor,data engineering,security,product development,no,Technical,hard worker,yes,no,CRM Technical Developer
6,4,3,1,yes,no,python,poor,excellent,Software Engineering,system developer,Sales and Marketing,no,Technical,hard worker,no,yes,CRM Technical Developer
1,5,5,3,yes,yes,r programming,poor,poor,data engineering,security,Testing and Maintainance Services,yes,Technical,hard worker,yes,no,CRM Technical Developer
